   time      numb     lati     long      area       tilt
20130821   11828     14.29     88.07      83.0       18.67
20130821   11829      5.27    190.32      66.0       12.01
20130823   11830     -5.24    169.55     163.0        6.19
20130823   11831     13.64    167.03     157.0       28.34
20130823   11832     24.59    166.55      40.0       16.05
20130823   11833     18.98     97.40      11.0      -10.01
20130902   11834     12.78     21.93     172.0        1.96
20130828   11835    -10.58     11.62     471.0       -0.94
20130831   11836     11.15    338.63     282.0        5.79
20130904   11837    -16.69    352.02     255.0      -18.49
20130908   11838     -3.30    223.68      24.0       55.31
20130911   11839    -12.48    253.12      35.0       10.81
20130911   11840    -12.31    215.89      20.0        9.26
20130913   11841     -4.44    144.10      65.0      -52.15
20130912   11842      3.68    262.14      13.0       24.72
20130919   11843      0.97    128.60     102.0      -15.08
20130917   11844     22.31    190.53       7.0       15.13
20130922   11845    -16.47     69.64      11.0      -56.21
20130920   11846    -17.29     58.91     284.0        0.05
20130923   11847      9.97     61.87       4.0      -40.94
20130923   11849     19.85     79.64     112.0       14.95
20130926   11850     10.18     32.46     234.0       -3.36
20130927   11851    -16.91    357.66      15.0       49.31
20130923   11852    -20.19     80.98      12.0      -75.77
20130930   11854      5.05    287.82      28.0        2.87
20131002   11855    -12.43    307.52     265.0      -12.00
20131004   11856      7.69    225.09     125.0      -18.13
20131007   11857     -7.26    227.11     166.0      -14.65
20131003   11858     11.15    350.03      83.0      -27.77
20131004   11859    -16.31    276.61      22.0       43.38
20131007   11860    -28.43    189.41      11.0        9.36
20131016   11861     -8.04    168.19     676.0       -2.06
20131010   11862    -21.90    250.01      61.0       -9.57
20131013   11863    -18.86    199.38      46.0       -1.84
20131012   11864    -22.25    149.12     343.0       -4.84
20131009   11866    -15.48    265.07       6.0        5.85
20131013   11867     23.28    179.65      56.0        2.47
20131014   11868     19.45     88.92      27.0        3.43
20131015   11869     18.43     76.99      35.0       10.61
20131014   11870    -13.88    142.38      24.0      -25.20
20131018   11872    -17.17     56.71     130.0       10.38
20131017   11873     10.58     50.49      68.0       10.91
20131018   11874    -10.92     76.18      73.0        1.90
20131023   11875      6.12     28.20    1192.0        7.68
20131017   11876      6.55    158.88      10.0        8.13
20131024   11877    -11.86      7.67     579.0       -0.29
20131020   11878     -9.64    110.78      20.0        6.12
20131026   11879    -11.89    354.73     211.0       -5.64
20131021   11880     12.71     60.45       7.0        9.68
20131026   11881    -22.19    330.54      23.0       -4.82
20131028   11882     -9.33    290.99     734.0      -11.54
20131028   11883      2.60    267.21      29.0       -5.53
20131030   11884    -13.61    257.62     721.0       18.89
20131030   11885    -18.71    262.81     286.0       30.36
20131030   11886     14.97    307.73      81.0       -3.13
20131105   11887     20.63    225.20     252.0       15.45
20131101   11888    -14.71    305.32      45.0       22.98
20131106   11889    -18.78    222.80     203.0        5.75
20131105   11890    -10.92    168.97    1464.0       24.93
20131108   11891    -17.90    205.78     213.0       14.30
20131108   11892     -5.35    128.70      11.0       43.04
20131118   11893    -13.16     99.78     649.0       14.30
20131109   11894     -6.22    199.80       6.0       16.88
20131113   11895    -19.95     64.12    1120.0       22.65
20131113   11896     11.15     67.08     234.0       48.50
20131112   11898    -26.65    115.19      20.0        8.11
20131121   11899      5.40     40.34     886.0       37.92
20131118   11900    -21.38    100.81     177.0       30.57
20131116   11901    -24.46    132.82     118.0       34.61
20131116   11902     19.27     78.92      44.0       -7.55
20131120   11903    -11.96    334.02     218.0      -11.38
20131125   11905     18.90    257.97      39.0       -3.91
20131130   11906    -20.62    257.16      13.0      -44.79
20131129   11907     -9.16    274.19     280.0        1.37
20131129   11908    -25.30    234.44     392.0        3.34
20131201   11909    -17.57    205.24     667.0      -11.00
20131201   11910      0.81    277.98      67.0       -1.75
20131202   11911    -11.23    222.34      90.0       16.39
20131207   11912    -20.72    143.15     175.0       19.49
20131203   11913    -14.77    268.35      97.0       14.27
20131202   11914    -18.32    229.43      23.0       35.71
20131206   11915    -30.02    206.70     114.0       -3.55
20131208   11916    -12.62    170.74     459.0        7.77
20131216   11917    -14.88     75.09     724.0      -26.67
20131212   11918     -9.30     54.62     272.0       35.89
20131211   11919     -5.32    145.53      41.0       11.84
20131211   11920     11.90     47.43     136.0       46.45
20131212   11921      6.51     43.02     543.0        5.35
20131212   11922      9.43    125.80     178.0        4.92
20131213   11923     17.89     75.44     133.0        3.96
20131210   11924    -12.86    151.85      31.0       -8.18
20131215   11925     -6.69     12.23      27.0        4.21
20131214   11926      9.06     53.32      37.0        3.55
20131222   11928    -16.56      9.88     720.0        4.14
20131221   11929    -12.17    309.54      34.0       10.00
20131220   11930    -10.56    326.12     184.0       32.84
20131225   11931    -14.79    285.46     370.0       20.17
20131219   11932      3.36    329.48       8.0      -10.26
20131220   11933    -12.59     25.72     150.0        9.94
20131229   11934    -16.28    269.04     465.0       23.97
20131223   11935     -6.04    244.25      24.0        2.38
20131231   11936    -15.79    225.60     626.0        9.99
20131228   11937    -12.50    194.83      30.0       25.63
20131230   11938    -11.74    178.70      99.0      -69.34
20131223   11939     -7.54    284.83      12.0        5.55
20140101   11940    -12.06    234.42      81.0       23.40
20140101   11941    -13.43    210.73     103.0        5.02
20140102   11942      9.64    126.10      71.0       -2.77
20140103   11943    -12.29    117.51      49.0       12.42
20140106   11944     -9.55     98.07    2516.0       11.94
20140103   11945     10.49    145.26      32.0        7.42
20140108   11946      9.02    100.31     513.0       12.16
20140112   11948      5.75     45.50     175.0      -37.41
20140112   11949    -16.48     13.58     293.0       22.98
20140110   11950     16.87     24.91      78.0       28.70
20140110   11951    -13.16     44.48      26.0       -9.80
20140113   11952    -31.79    327.63     192.0       -1.36
20140114   11953    -18.01     30.02     122.0       -1.50
20140113   11954      6.00      5.47      20.0       23.23
20140117   11955    -13.67    276.30     113.0       33.75
20140119   11956    -14.38    285.55       6.0      -46.85
20140123   11957     10.82    279.97     226.0       -8.76
20140121   11958     -7.65    249.04      76.0      -17.65
20140121   11959    -23.59    239.41     418.0       -7.39
20140125   11960    -16.07    236.19     354.0       -5.10
20140121   11961    -12.29    320.77     126.0      -17.03
20140120   11962    -36.86    280.23      33.0        0.48
20140122   11963     -7.07    214.16      58.0       -2.78
20140126   11964    -12.96    226.12      21.0       -1.16
20140123   11965    -15.41    200.44      30.0        3.12
20140125   11966    -12.99    191.50      31.0       11.37
20140202   11967    -12.25    111.00    2219.0       -6.78
20140206   11968     10.05    108.01    1121.0        7.34
20140203   11969    -11.06    160.69      19.0        6.38
20140202   11970    -17.67     61.68      80.0       34.89
20140206   11971    -12.42     34.40     154.0       18.70
20140204   11972    -13.36     85.40      19.0       11.69
20140209   11973      4.50     13.45     230.0        8.48
20140215   11974    -11.55    354.69    1330.0        2.36
20140209   11975    -14.38     71.45     242.0       11.33
20140212   11976    -14.77    319.23     437.0        5.08
20140213   11977    -10.21    292.28     545.0       -3.11
20140211   11978      5.19     35.11      82.0        9.49
20140214   11980    -14.12    309.55     163.0       48.62
20140222   11981     -7.10    218.13     343.0       -4.85
20140219   11982    -11.39    204.90     878.0       -7.54
20140218   11983    -12.90    222.12      20.0        3.55
20140226   11984    -17.99    221.01     134.0       14.29
20140219   11985      6.59    298.10      22.0      -21.56
20140223   11986     12.80    177.21     114.0       12.04
20140223   11987     -1.53    147.70     376.0      -15.77
20140228   11988     -9.98    184.55     229.0      -10.40
20140303   11989      7.52    134.14     137.0       -0.79
20140301   11990    -13.94    108.87     384.0      -26.52
20140302   11991    -24.72     91.83     624.0       24.97
20140227   11992    -20.32    137.89      67.0       38.54
20140301   11993     15.84    101.54     147.0        6.27
20140302   11994     -7.45    152.18      59.0       -0.74
20140311   11996     14.13     52.16     537.0        8.62
20140307   11998     -9.93    359.51     124.0      -14.97
20140305   11999    -17.02     44.78      47.0        7.98
20140307   12000    -11.14     12.14      67.0       24.59
20140308   12001     19.02     90.91      33.0        1.13
20140312   12002    -18.77    323.71     634.0       12.60
20140313   12003      5.65     11.10     312.0       10.04
20140319   12004    -10.65    295.36     167.0       12.34
20140314   12005     11.82    260.82     366.0       -6.59
20140314   12006     11.23      9.85      92.0      -24.19
20140320   12008     -9.97    234.80      64.0        0.65
20140316   12009     13.06    283.40      23.0       19.34
20140324   12010    -14.40    202.81     369.0        5.10
20140321   12011     -7.84    280.14     434.0      -13.42
20140322   12012    -13.32    190.94      13.0       38.92
20140321   12013     13.80    186.87      55.0       -3.65
20140326   12014    -13.40    169.99     443.0       -2.61
20140323   12015    -14.32    230.74     135.0        3.14
